customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST000357,Female,0,No,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),63.18,387.22,No
CUST000358,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,88.8,1409.33,Yes
CUST000359,Male,0,No,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.58,2591.02,No
CUST000360,Male,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.49,1078.23,Yes
CUST000361,Female,0,No,No,30,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),73.24,2139.25,No
CUST000362,Male,0,No,Yes,62,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,73.2,4578.12,No
CUST000363,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.55,1016.3,Yes
CUST000364,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.79,1905.63,Yes
CUST000365,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,84.41,6031.59,No
CUST000366,Male,0,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.16,4160.38,Yes
CUST000367,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.65,211.48,No
CUST000368,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.78,2895.68,No
CUST000369,Male,1,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),39.47,1101.37,No
CUST000370,Male,1,No,No,70,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.1,5621.12,No
CUST000371,Female,0,No,No,22,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.16,1556.29,No
CUST000372,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.02,1233.9,Yes
CUST000373,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,88.88,1346.74,Yes
CUST000374,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),33.86,312.36,No
CUST000375,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.29,2485.65,No
CUST000376,Female,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),90.03,2288.94,Yes
CUST000377,Female,0,No,No,8,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),67.49,597.69,Yes
CUST000378,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.78,2336.7,No
CUST000379,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,84.71,6093.16,Yes
CUST000380,Male,0,No,Yes,28,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,58.92,1685.96,No
CUST000381,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.77,579.92,Yes
CUST000382,Female,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),80.68,1391.33,No
CUST000383,Female,0,No,Yes,21,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),73.79,1636.3,No
CUST000384,Male,0,No,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,88.12,2256.45,No
CUST000385,Male,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.79,763.93,Yes
CUST000386,Female,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.75,1742.28,Yes
CUST000387,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,88.65,211.75,Yes
CUST000388,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,100.67,5487.64,No
CUST000389,Male,0,No,No,62,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,63.04,3830.23,No
CUST000390,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.08,1700.67,Yes
CUST000391,Male,0,Yes,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.34,1436.21,No
CUST000392,Male,1,Yes,No,67,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,77.7,5253.92,Yes
CUST000393,Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.93,3581.91,Yes
CUST000394,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.92,1372.19,No
CUST000395,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,88.36,1869.88,No
CUST000396,Female,0,No,No,36,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),87.71,3244.49,Yes
CUST000397,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,77.45,5571.38,Yes
CUST000398,Female,1,Yes,Yes,21,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.84,1900.59,No
CUST000399,Female,0,Yes,No,18,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),61.14,1134.22,Yes
CUST000400,Male,0,No,Yes,25,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,71.92,1764.73,No
CUST000401,Female,0,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.26,757.2,No
CUST000402,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.35,1203.09,Yes
CUST000403,Male,0,No,Yes,23,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),60.03,1409.13,No
CUST000404,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,76.34,4240.84,No
CUST000405,Female,0,No,No,11,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,68.45,737.37,Yes
CUST000406,Female,1,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.58,1092.49,Yes
CUST000407,Female,0,No,No,35,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.64,3610.85,Yes
CUST000408,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,109.76,1304.53,No
CUST000409,Female,0,Yes,No,34,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,64.39,2177.26,Yes
CUST000410,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.09,3249.38,Yes
CUST000411,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.39,0.0,No
CUST000412,Female,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,108.17,1079.84,Yes
CUST000413,Female,0,No,No,71,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,74.13,5262.68,No
CUST000414,Male,0,Yes,No,15,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,66.84,988.31,Yes
CUST000415,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,90.92,699.92,Yes
CUST000416,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.34,316.51,Yes
CUST000417,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,101.35,926.25,Yes
CUST000418,Female,1,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,369.26,No
CUST000419,Female,0,Yes,No,7,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.78,475.5,No
CUST000420,Female,0,Yes,No,40,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),76.37,3027.11,No
CUST000421,Female,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.32,303.49,No
CUST000422,Female,0,Yes,No,31,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),85.45,2658.66,Yes
CUST000423,Female,1,No,No,64,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,69.97,4453.06,No
CUST000424,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.56,6174.32,No
CUST000425,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.66,943.45,No
CUST000426,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,74.24,720.47,No
CUST000427,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.81,629.33,No
CUST000428,Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),42.89,1333.25,No
CUST000429,Male,0,No,No,72,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.42,5346.89,No
CUST000430,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.95,203.24,Yes
CUST000431,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),89.82,2144.11,Yes
CUST000432,Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,70.18,2740.94,No
CUST000433,Male,1,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.64,754.09,No
CUST000434,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.72,893.0,No
CUST000435,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.0,1174.79,Yes
CUST000436,Female,0,No,Yes,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,96.46,4585.56,Yes
CUST000437,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),103.09,2681.79,No
CUST000438,Female,1,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,92.54,2633.73,No
CUST000439,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,90.61,4732.25,No
CUST000440,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.77,1377.89,No
CUST000441,Male,0,Yes,Yes,59,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,86.17,5024.4,Yes
CUST000442,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.76,795.69,Yes
CUST000443,Male,0,No,Yes,30,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,69.07,2124.67,No
CUST000444,Female,0,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.27,198.63,No
CUST000445,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.31,330.58,Yes
CUST000446,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,106.08,7619.6,No
CUST000447,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,59.62,470.93,No
CUST000448,Female,1,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.07,2062.21,No
CUST000449,Male,1,Yes,No,7,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),67.47,461.08,No
CUST000450,Female,0,Yes,No,57,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.69,4314.89,No
CUST000451,Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.74,1539.36,Yes
CUST000452,Female,0,Yes,No,51,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.78,4089.48,Yes
CUST000453,Female,0,No,No,38,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.53,2721.52,No
CUST000454,Female,1,No,No,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.52,6267.42,Yes
CUST000455,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.55,391.9,No
CUST000456,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.17,694.16,Yes
CUST000457,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.96,2040.78,No
CUST000458,Female,0,Yes,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.98,2311.37,No
CUST000459,Male,0,No,Yes,20,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.85,1705.66,No
CUST000460,Male,0,No,No,72,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),80.57,5838.09,No
CUST000461,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.98,940.95,No
CUST000462,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,98.59,1160.49,No
CUST000463,Female,0,No,No,52,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,70.89,3664.92,No
CUST000464,Male,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,37.21,919.08,No
CUST000465,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),107.94,2965.82,No
CUST000466,Male,0,No,No,40,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),71.94,2880.29,Yes
CUST000467,Female,0,Yes,No,42,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,71.35,3104.87,No
CUST000468,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),79.57,787.68,Yes
CUST000469,Male,0,Yes,No,19,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.2,1688.0,Yes
CUST000470,Female,0,Yes,No,6,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.12,442.08,Yes
CUST000471,Male,0,Yes,No,32,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),61.4,1895.16,No
CUST000472,Female,1,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),75.74,5448.49,No
CUST000473,Male,0,Yes,No,10,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.39,900.82,No
CUST000474,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),68.29,317.62,No
CUST000475,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,83.14,1133.08,Yes
CUST000476,Female,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),41.0,871.33,No
CUST000477,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,81.62,3463.3,No
CUST000478,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,85.7,1502.95,No
CUST000479,Male,0,No,No,32,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.28,2206.3,No
CUST000480,Female,0,No,No,16,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),63.83,1062.79,No
CUST000481,Female,0,Yes,No,21,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.89,1554.0,No
CUST000482,Female,0,No,Yes,12,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),70.21,896.48,No
CUST000483,Male,0,Yes,No,9,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),70.37,667.89,No
CUST000484,Female,0,Yes,No,43,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),56.44,2312.76,No
CUST000485,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),94.23,1602.75,No
CUST000486,Female,0,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,61.91,2006.09,No
CUST000487,Male,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.04,1380.21,Yes
CUST000488,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,96.88,2396.74,No
CUST000489,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,113.91,164.43,Yes
CUST000490,Male,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1625.57,Yes
CUST000491,Female,0,No,Yes,13,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),69.63,948.44,No
CUST000492,Male,0,Yes,No,55,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),86.16,4807.01,No
CUST000493,Male,0,No,No,7,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),72.07,497.48,No
CUST000494,Female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.66,720.05,No
CUST000495,Male,0,No,Yes,32,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,73.56,2432.8,Yes
CUST000496,Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),69.64,3503.83,No
CUST000497,Male,1,No,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.59,1811.98,Yes
CUST000498,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),76.37,1710.95,No
CUST000499,Male,1,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),98.65,2519.09,No
CUST000500,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),101.19,5578.56,Yes
CUST000501,Male,0,Yes,No,23,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,59.07,1377.27,No
CUST000502,Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),91.88,2522.92,Yes
CUST000503,Male,1,No,Yes,57,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.98,4348.67,No
CUST000504,Female,0,Yes,No,72,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),50.49,3574.51,No
CUST000505,Male,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,101.37,3041.9,Yes
CUST000506,Male,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),33.61,1137.97,No
CUST000507,Female,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.53,4365.27,Yes
CUST000508,Male,1,No,Yes,56,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.63,3883.7,Yes
CUST000509,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),92.12,4663.37,Yes
CUST000510,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,1133.66,No
CUST000511,Male,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.17,1255.46,No
CUST000512,Female,1,Yes,Yes,51,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,95.6,4897.4,No
CUST000513,Male,1,No,No,64,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,66.41,4300.71,No
CUST000514,Female,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),82.94,1869.85,Yes
CUST000515,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,108.35,3428.77,No
CUST000516,Male,1,Yes,No,34,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,82.76,2901.27,Yes
CUST000517,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,73.42,1883.33,Yes
CUST000518,Female,0,No,No,30,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.42,2237.39,Yes
CUST000519,Female,1,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,92.99,6703.52,No
CUST000520,Female,0,No,No,21,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,89.76,1772.13,No
CUST000521,Female,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,88.14,1970.99,Yes
CUST000522,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.83,186.77,No
CUST000523,Female,1,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.34,185.77,Yes
CUST000524,Male,1,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.52,1381.18,Yes
CUST000525,Female,1,Yes,Yes,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.49,1172.9,No
CUST000526,Male,0,Yes,No,45,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),60.0,2649.76,No
CUST000527,Male,1,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),106.95,1277.91,Yes
CUST000528,Female,1,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),95.99,4046.02,No
CUST000529,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.37,1044.0,No
CUST000530,Female,0,No,No,18,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,76.84,1435.71,No
CUST000531,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.47,117.19,Yes
CUST000532,Female,0,No,No,13,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.1,1314.35,Yes
CUST000533,Male,0,Yes,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,658.92,No
CUST000534,Male,0,No,Yes,31,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),80.42,2462.26,No
CUST000535,Male,0,No,Yes,28,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.96,2105.12,Yes
CUST000536,Female,0,Yes,Yes,2,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),86.5,150.87,Yes
